,hhid,pn,h9atotw
26760,212754,010,-0.44370514698658936
26761,212754,020,-0.44370514698658936
26762,212755,010,
26763,212755,020,-1.1048805430189994
26764,212755,021,-1.1048805430189994
26765,212760,010,
26766,212760,020,
26767,212764,010,-0.3197903258030909
26768,212765,010,
26769,212766,010,-0.8086847078357755
26770,212766,020,-0.8086847078357755
26771,212768,010,
26772,212771,010,
26773,212771,020,
26774,212772,010,
26775,212773,010,0.401127952267944
26776,212773,020,0.401127952267944
26777,212774,010,
26778,212777,010,
26779,212779,010,0.20723535221884676
26780,212779,020,0.20723535221884676
26781,212780,010,-0.8470148225608474
26782,212780,020,-0.8470148225608474
26783,212782,010,
26784,212785,010,
26785,212785,020,
26786,212791,010,
26787,212791,020,
26788,212792,010,
26789,212795,010,
26790,212795,020,
26791,212797,010,
26792,212800,010,
26793,212800,020,0.2692893433666446
26794,212802,010,
26795,212802,020,-0.6720909720819161
26796,212803,010,-0.01139857410729274
26797,212803,020,
26798,212804,010,
26799,212804,020,-0.025722798980412416
26800,212805,010,
26801,212805,020,-0.026781134143940264
26802,212808,010,
26803,212808,020,-0.35993479498766434
26804,212814,010,
26805,212815,010,0.2970446924424384
26806,212815,020,0.2970446924424384
26807,212817,010,
26808,212819,010,3.139155256288876
26809,212823,010,-0.3325556070417251
26810,212823,020,-0.3325556070417251
26811,212824,010,
26812,212825,010,0.45237645262737025
26813,212828,010,-0.16088272512403562
26814,212828,020,-0.16088272512403562
26815,212830,010,
26816,212830,020,-0.02924210938122788
26817,212831,010,-0.7320417628306478
26818,212831,020,-0.7320417628306478
26819,212836,010,0.4218618635142311
26820,212836,020,
26821,212838,010,
26822,212838,020,-0.7176166498382637
26823,212840,010,1.1291916388435934
26824,212841,010,
26825,212842,010,0.11110081772872682
26826,212844,010,
26827,212844,020,
26828,212846,010,-1.148862772689442
26829,212846,020,
26830,212848,010,-0.2794662743306555
26831,212848,020,-0.2794662743306555
26832,212849,010,-0.9625539600533627
26833,212849,020,-0.9625539600533627
26834,212850,010,1.8811649155097883
26835,212851,010,0.5919591821960397
26836,212851,020,
26837,212852,010,
26838,212854,010,-0.7460716171020014
26839,212858,010,-0.639428822098338
26840,212860,010,
26841,212860,020,
26842,212861,010,-0.5491495701892056
26843,212861,020,
26844,212863,010,0.2788015236653446
26845,212868,010,
26846,212868,020,
26847,212869,010,1.5189702499157076
26848,212869,020,
26849,212870,010,2.0534580975005117
26850,212871,010,-0.10111316779575068
26851,212871,020,
26852,212873,010,
26853,212873,020,
26854,212874,010,-1.3843356380781013
26855,212874,020,-1.3843356380781013
26856,212877,010,
26857,212881,010,-0.3344915550856219
26858,212881,020,-0.3344915550856219
26859,212882,010,0.16710587206154126
26860,212882,020,0.16710587206154126
26861,212883,010,
26862,212886,010,-0.909578440736141
26863,212888,010,0.5143753334433421
26864,212891,010,-0.5847319575339867
26865,212893,010,-1.3322158443296703
26866,212893,020,-1.3322158443296703
26867,212895,010,-1.4349806282710962
26868,212895,020,-1.4349806282710962
26869,212898,010,
26870,212899,010,-0.4148039420931552
26871,212901,010,
26872,212901,020,
26873,212904,010,-1.5594454941021632
26874,212904,020,-1.5594454941021632
26875,212905,010,-0.3911403023349679
26876,212905,020,-0.3911403023349679
26877,212906,010,
26878,212906,020,-0.3127825848889487
26879,212912,010,-0.5206728204991381
26880,212912,020,-0.5206728204991381
26881,212913,010,2.4292926267548087
26882,212914,010,1.3435954679664441
26883,212914,020,
26884,212915,010,-0.9683024113623003
26885,212918,010,-0.7037137782452232
26886,212918,020,-0.7037137782452232
26887,212919,010,
26888,212921,010,
26889,212921,020,2.0961542880328317
26890,212924,010,2.5226517742463628
26891,212927,010,-0.5194624407289955
26892,212927,020,-0.5194624407289955
26893,212929,010,
26894,212931,010,0.4512906051744731
26895,212938,010,-0.6101666852027715
26896,212938,020,-0.6101666852027715
26897,212939,010,
26898,212939,020,2.8775830890133967
26899,212943,010,0.49448709975949806
26900,212945,010,0.6350145854036808
26901,212946,010,
26902,212946,020,0.056458657255840324
26903,212950,010,
26904,212954,010,
26905,212958,010,
26906,212958,020,-0.7512352673900881
26907,212959,010,0.9636807765053498
26908,212961,010,-1.5955093887604301
26909,212961,020,-1.5955093887604301
26910,212962,010,1.1359739584960729
26911,212963,010,
26912,212963,020,
26913,212964,010,-0.08090796867456806
26914,212964,020,-0.08090796867456806
26915,212966,010,0.2845948209461878
26916,212967,010,0.2100258640168603
26917,212968,010,0.08853956299840493
26918,212969,010,0.3187223271990991
26919,212970,010,
26920,212970,020,0.47066616998389593
26921,212973,010,
26922,212974,010,1.1359739584960729
26923,212975,010,1.1275100030212988
26924,212976,010,
26925,212978,010,
26926,212983,010,1.4514967835766603
26927,212988,010,
26928,212988,020,
26929,212990,010,0.24595414194319665
26930,212993,010,-0.46360824856281996
26931,212993,020,
26932,212994,010,-0.2729707413827722
26933,212994,020,-0.2729707413827722
26934,212997,010,
26935,212998,010,1.4208254820988175
26936,213000,010,0.35380358222634367
26937,213002,010,
26938,213002,020,4.056639395293314
26939,213002,021,4.056639395293314
26940,213004,010,-0.44759322677297714
26941,213004,020,
26942,213011,010,3.7017080805262808
26943,213015,010,-0.227424500926952
26944,213016,010,
26945,213016,020,
26946,213019,010,0.08853956299840493
26947,213022,010,
26948,213022,020,
26949,213024,010,-0.28905764492479463
26950,213024,020,-0.28905764492479463
26951,213031,010,-0.6951871819180047
26952,213031,020,
26953,213034,010,0.24176917581889978
26954,213034,020,0.24176917581889978
26955,213035,010,
26956,213035,020,
26957,213036,010,
26958,213037,010,0.45237645262737025
26959,213039,010,-0.25070385725421734
26960,213039,020,-0.25070385725421734
26961,213040,010,
26962,213040,020,-0.11017637161003462
26963,213042,010,-0.33061231192882623
26964,213042,020,-0.33061231192882623
26965,213043,010,1.47742929427309
26966,213045,010,-0.38906017362063505
26967,213045,020,
26968,213046,010,
26969,213048,010,
26970,213048,020,-0.1668150022419868
26971,213049,010,-0.40647761802565263
26972,213049,011,-0.40647761802565263
26973,213049,020,
26974,213050,010,
26975,213050,020,2.3994555867285117
26976,213051,010,
26977,213057,010,
26978,213057,020,
26979,213058,010,-0.8048432971143831
26980,213058,020,-0.8048432971143831
26981,213059,010,
26982,213059,020,1.2947911614967802
26983,213065,010,
26984,213065,020,
26985,213068,010,0.14940335094276086
26986,213068,020,0.14940335094276086
26987,213069,010,0.07546504043637708
26988,213069,020,0.07546504043637708
26989,213071,010,
26990,213072,010,
26991,213075,010,
26992,213076,010,0.6695185644664865
26993,213076,011,
26994,213079,010,
26995,213080,010,
26996,213081,010,3.6391256070096327
26997,213081,020,
26998,213082,010,
26999,213084,010,
27000,213085,010,-2.2105305332175402
27001,213085,020,-2.2105305332175402
27002,213086,010,2.712657770075345
27003,213087,010,-0.698994319512804
27004,213087,020,-0.698994319512804
27005,213089,010,
27006,213089,011,-0.701831211243613
27007,213091,010,2.2509395202199043
27008,213091,020,
27009,213094,010,
27010,213097,010,0.7810426437290393
27011,213097,020,
27012,213099,010,
27013,213099,020,2.51907985788543
27014,213105,010,-0.625718438138483
27015,213106,010,-1.0562908008297298
27016,213106,020,
27017,213108,010,
27018,213109,010,3.3467767657592478
27019,213109,020,3.3467767657592478
27020,213110,010,
27021,213113,010,0.6087494617383163
27022,213113,020,0.6087494617383163
27023,213114,010,-0.4870877838010278
27024,213115,010,0.15944401867630856
27025,213117,010,-0.12055126641175003
27026,213117,020,
27027,213118,010,
27028,213118,020,
27029,213119,010,2.3133262444091947
27030,213121,010,-0.1214308388828223
27031,213121,020,
27032,213123,010,0.16453916168652635
27033,213123,020,0.16453916168652635
27034,213126,010,0.1444558955692941
27035,213126,020,0.1444558955692941
27036,213127,010,
27037,213127,020,
27038,213128,010,
27039,213130,010,0.32568920538580565
27040,213130,020,0.32568920538580565
27041,213131,010,
27042,213134,010,
27043,213136,010,2.1677204594793293
27044,213137,010,
27045,213138,010,1.2947911614967802
27046,213138,020,1.2947911614967802
27047,213139,010,
27048,213139,020,0.3166506144027729
27049,213139,021,0.3166506144027729
27050,213140,010,
27051,213140,020,
27052,213143,010,-0.2729707413827722
27053,213147,010,0.7169518991729518
27054,213147,020,0.7169518991729518
27055,213148,010,
27056,213151,010,
27057,213153,010,
27058,213156,010,
27059,213160,010,0.4060280628447736
27060,213160,011,0.4060280628447736
27061,213162,010,-0.8645308292461171
27062,213162,020,-0.8645308292461171
27063,213164,010,-0.809449543896822
27064,213164,020,-0.809449543896822
27065,213166,010,0.19622293536307864
27066,213166,011,
27067,213166,020,
27068,213167,010,
27069,213171,010,
27070,213172,010,0.24775822242710097
27071,213174,010,
27072,213174,020,
27073,213177,010,0.8163709712086877
27074,213178,010,0.4261113289620058
27075,213179,010,-1.018597306800189
27076,213179,020,-1.018597306800189
27077,213180,010,0.9835690101891938
27078,213180,020,
27079,213185,010,
27080,213189,010,-0.08090796867456806
27081,213189,020,-0.08090796867456806
27082,213190,010,0.01986039965618476
27083,213192,010,-0.9801023903224817
27084,213192,020,-0.9801023903224817
27085,213195,010,
27086,213198,010,0.23438591724447627
27087,213199,010,0.23584936829506706
27088,213202,010,
27089,213202,020,-0.34406300474577045
27090,213203,010,
27091,213204,010,
27092,213206,010,-0.6874869218087586
27093,213206,011,-0.6874869218087586
27094,213206,020,
27095,213209,010,
27096,213210,010,-0.21537552977456895
27097,213217,010,
27098,213217,020,0.26304466051352365
27099,213220,010,
27100,213221,010,
27101,213221,020,
27102,213222,010,-0.9662246399131323
27103,213222,020,
27104,213224,010,-0.45528192449531746
27105,213224,020,-0.45528192449531746
27106,213225,010,-0.32312422946487707
27107,213225,020,-0.32312422946487707
27108,213226,010,1.3041869782799982
27109,213233,010,-0.23216580931684555
27110,213234,010,2.9918454509922143
27111,213235,010,-1.1022987342838768
27112,213235,020,-1.1022987342838768
27113,213236,010,-0.1449054507501732
27114,213236,020,-0.1449054507501732
27115,213238,010,
27116,213238,020,
27117,213239,010,
27118,213242,010,-0.6124174916737294
27119,213242,020,-0.6124174916737294
27120,213244,010,
27121,213244,020,
27122,213245,010,-0.13984388418976787
27123,213245,020,-0.13984388418976787
27124,213247,010,-0.4651076863770681
27125,213247,020,-0.4651076863770681
27126,213250,010,-0.8245111487644099
27127,213250,020,-0.8245111487644099
27128,213251,010,
27129,213253,010,-1.1409237354027895
27130,213253,020,
27131,213256,010,-0.6932729454918123
27132,213256,020,
27133,213257,010,-0.4136401099294284
27134,213257,020,-0.4136401099294284
27135,213258,010,-0.9473104556911025
27136,213258,020,
27137,213259,010,
27138,213260,010,
27139,213263,010,-0.7978552905149041
27140,213263,020,-0.7978552905149041
27141,213264,010,
27142,213264,020,
27143,213266,010,
27144,213266,020,
27145,213269,010,
27146,213270,010,-0.2922152560468344
27147,213270,020,-0.2922152560468344
27148,213273,010,1.281012994449796
27149,213274,010,
27150,213276,010,2.9918454509922143
27151,213277,010,
27152,213280,010,
27153,213280,020,-1.3126451053322268
27154,213284,010,
27155,213285,010,1.087169652026409
27156,213287,010,
27157,213288,010,0.3947388102285624
27158,213288,020,
27159,213289,010,
27160,213291,010,
27161,213294,010,0.7913875945146259
27162,213295,010,2.5226517742463628
27163,213296,010,
27164,213298,010,0.2661574825474768
27165,213301,010,-0.6767063626194705
27166,213306,010,0.5729093324692631
27167,213307,010,0.16198525291272448
27168,213309,010,
27169,213310,010,
27170,213310,020,
27171,213311,010,-0.3175982095443721
27172,213312,010,
27173,213312,020,
27174,213314,010,
27175,213315,010,-0.7223483325424677
27176,213318,010,
27177,213320,010,
27178,213320,020,
27179,213321,010,0.6599979620977425
27180,213322,010,
27181,213324,010,
27182,213326,010,-0.31524421186568186
27183,213327,010,
27184,213328,010,
27185,213331,010,2.1677204594793293
27186,213333,010,-0.8445230529349488
27187,213333,020,-0.8445230529349488
27188,213334,010,
27189,213334,020,
27190,213335,010,-0.7486599510765073
27191,213338,010,-0.5427567574725257
27192,213338,020,-0.5427567574725257
27193,213339,010,2.7842239415218426
27194,213345,010,
27195,213345,020,-0.40647761802565263
27196,213346,010,-0.12347731807478743
27197,213349,010,-0.6894228698526554
27198,213349,020,-0.6894228698526554
27199,213351,010,-0.7614089327926862
27200,213351,020,-0.7614089327926862
27201,213353,010,-0.7184389390379059
27202,213353,020,-0.7184389390379059
27203,213354,010,2.221671117284437
27204,213355,010,-0.6273570240092896
27205,213355,011,-0.6273570240092896
27206,213355,020,
27207,213357,010,
27208,213358,010,0.12846036653215945
27209,213359,010,-0.45145200650867806
27210,213359,011,-0.45145200650867806
27211,213360,010,
27212,213365,010,-0.9496406424092931
27213,213365,020,-0.9496406424092931
27214,213367,010,
27215,213367,020,-0.846304124809466
27216,213369,010,-0.7979389327951487
27217,213370,010,
27218,213371,010,-1.0911784590501072
27219,213371,020,
27220,213372,010,
27221,213376,010,
27222,213377,010,-0.8267326604816386
27223,213377,020,-0.8267326604816386
27224,213378,010,-1.0010275105507027
27225,213378,020,-1.0010275105507027
27226,213379,010,
27227,213379,020,-0.7605688052085412
27228,213381,010,-0.6913515261728992
27229,213381,020,-0.6913515261728992
27230,213382,010,
27231,213382,020,
27232,213384,010,
27233,213384,020,-0.9936139301061282
27234,213384,021,-0.9936139301061282
27235,213388,010,-1.1601215213627896
27236,213388,020,
27237,213391,010,1.6883866959824982
27238,213391,011,0.07546504043637708
27239,213391,020,4.411570710060348
27240,213391,021,1.4578578299452625
27241,213391,022,
27242,213392,010,
27243,213393,010,0.3620205844059192
27244,213393,020,
27245,213397,010,
27246,213397,020,0.633732838432378
27247,213398,010,
27248,213399,010,
27249,213399,020,0.26866143691436517
27250,213399,021,0.26866143691436517
27251,213404,010,0.3620205844059192
27252,213406,010,0.11566968839041393
27253,213407,010,
27254,213409,010,
27255,213409,020,0.010394401937763453
27256,213410,010,
27257,213411,010,
27258,213413,010,1.7757567968658512
27259,213414,010,1.6543988343146134
27260,213415,010,-0.5453234678475407
27261,213415,020,-0.5453234678475407
27262,213416,010,-1.1681879962586557
27263,213418,010,
27264,213419,010,-0.753797696328745
27265,213419,011,-0.753797696328745
27266,213419,020,1.4909052732631063
27267,213419,021,
27268,213420,010,-0.9809232149401446
27269,213420,020,-0.9809232149401446
27270,213421,010,1.730210556410031
27271,213422,010,
27272,213423,010,
27273,213423,020,
27274,213424,010,
27275,213425,010,
27276,213427,010,
27277,213428,010,
27278,213429,010,-1.624320229653414
27279,213429,020,-1.624320229653414
27280,213430,010,
27281,213432,010,
27282,213433,010,
27283,213434,010,
27284,213435,010,1.6985267827334778
27285,213439,010,-0.15870837940395485
27286,213441,010,0.3694080919906882
27287,213441,020,
27288,213442,010,-0.40982441195080466
27289,213442,020,-0.40982441195080466
27290,213443,010,0.19922798032913425
27291,213444,010,
27292,213444,020,-0.007754020304196643
27293,213446,010,
27294,213446,020,
27295,213448,010,
27296,213449,010,-0.19548729609072404
27297,213449,020,-0.19548729609072404
27298,213450,010,
27299,213455,010,
27300,213455,011,
27301,213465,010,
27302,213466,010,
27303,213466,011,1.5262336007427546
27304,213467,010,-0.2756590564558972
27305,213467,020,-0.2756590564558972
27306,213468,010,
27307,213471,010,
27308,213471,020,
27309,213475,010,-0.10111316779575068
27310,213479,010,-0.7631687267841618
27311,213479,020,-0.7631687267841618
27312,500001,010,-2.270455147363842
27313,500001,020,-2.270455147363842
27314,500002,010,0.9398598467297468
27315,500002,020,0.9398598467297468
27316,500003,010,1.2291283238822501
27317,500004,010,-0.20139999408153106
27318,500004,011,
27319,500004,020,-0.20139999408153106
27320,500005,010,-1.8911570214771452
27321,500005,020,-1.8911570214771452
27322,500006,010,-0.14630260754512708
27323,500007,010,-0.8760069602359463
27324,500007,020,-0.8760069602359463
27325,500008,010,2.9918454509922143
27326,500008,020,2.9918454509922143
27327,500009,010,-0.9374545379343261
27328,500009,020,-0.9374545379343261
27329,500012,010,
27330,500013,010,0.4052081144747425
27331,500013,020,0.4052081144747425
27332,500014,010,0.43298468917791644
27333,500014,020,0.43298468917791644
27334,500016,010,
27335,500017,010,1.6883866959824982
27336,500017,020,1.6883866959824982
27337,500018,010,-0.6333207061609936
27338,500018,020,-0.6333207061609936
27339,500019,010,-1.5779226878416304
27340,500019,020,-1.5779226878416304
27341,500020,010,
27342,500021,010,1.2947911614967802
27343,500022,010,0.8602612337496585
27344,500023,010,
27345,500025,010,-0.5427567574725257
27346,500025,011,
27347,500028,010,
27348,500028,020,
27349,500029,010,-0.5163561867364943
27350,500029,020,-0.5163561867364943
27351,500030,010,
27352,500031,010,-0.4565014729078608
27353,500031,020,-0.4565014729078608
27354,500032,010,0.01851110336116782
27355,500032,020,0.01851110336116782
27356,500033,010,
27357,500034,010,-1.0838306342557356
27358,500034,020,-1.0838306342557356
27359,500035,010,0.7353511592933285
27360,500035,020,0.7353511592933285
27361,500036,010,
27362,500036,011,
27363,500037,010,
27364,500037,020,
27365,500038,010,
27366,500039,010,
27367,500039,020,
27368,500041,010,
27369,500042,010,2.5226517742463628
27370,500042,020,2.5226517742463628
27371,500043,010,
27372,500043,020,
27373,500044,010,-2.3630793189180017
27374,500044,020,-2.3630793189180017
27375,500046,010,1.6985267827334778
27376,500049,010,-1.2590121997232726
27377,500049,020,-1.2590121997232726
27378,500050,010,-0.1220163822830149
27379,500050,020,-0.1220163822830149
27380,500051,010,0.4417081990965366
27381,500051,020,0.4417081990965366
27382,500052,010,
27383,500052,020,
27384,500053,010,-0.2536686766969638
27385,500053,020,-0.2536686766969638
27386,500054,010,0.3851248483575094
27387,500055,010,3.0903509498192117
27388,500057,010,1.5262336007427546
27389,500057,011,
27390,500058,010,-0.520404094359321
27391,500058,020,-0.520404094359321
27392,500059,010,-0.3945885150130857
27393,500060,010,-1.0321326582347812
27394,500060,020,-1.0321326582347812
27395,500061,010,
27396,500061,020,
27397,500063,010,
27398,500063,020,
27399,500064,010,2.315030264775991
27400,500064,011,2.315030264775991
27401,500066,010,0.9886641531994116
27402,500067,010,0.6654166121089304
27403,500067,020,0.6654166121089304
27404,500068,010,-0.5831887201494255
27405,500070,010,0.5298154272391464
27406,500070,020,0.5298154272391464
27407,500071,010,0.28201192695689103
27408,500071,011,
27409,500071,020,0.28201192695689103
27410,500072,010,
27411,500073,010,1.951634994534184
27412,500076,010,-0.11464851923034289
27413,500077,010,
27414,500078,010,-1.475451647969846
27415,500078,020,-1.475451647969846
27416,500079,010,-0.3443474022247119
27417,500079,020,-0.3443474022247119
27418,500080,010,
27419,500081,010,1.102926515178229
27420,500082,010,0.9886641531994116
27421,500083,010,-0.8637821917589366
27422,500083,020,-0.8637821917589366
27423,500084,010,-1.3930978378456325
27424,500084,020,-1.3930978378456325
27425,500085,010,-0.30873467726612297
27426,500085,020,-0.30873467726612297
27427,500086,010,-0.33333086479415885
27428,500086,020,-0.33333086479415885
27429,500087,010,-0.030992735522851114
27430,500088,010,-1.020625260530736
27431,500088,020,-1.020625260530736
27432,500089,010,-1.2771124044123594
27433,500089,020,-1.2771124044123594
27434,500090,010,
27435,500090,020,
27436,500091,020,-0.3167987438899051
27437,500092,010,
27438,500094,010,0.21848981949163443
27439,500094,020,0.21848981949163443
27440,500095,010,
27441,500095,020,-0.7680807880616776
27442,500096,010,-0.17479528294597638
27443,500097,010,-0.05987262732612166
27444,500097,020,-0.05987262732612166
27445,500098,010,-0.18782544270549226
27446,500098,020,-0.18782544270549226
27447,500099,010,0.1444558955692941
27448,500100,010,
27449,500103,010,0.06187730726702816
27450,500104,010,-1.366881748985411
27451,500104,020,-1.366881748985411
27452,500105,010,-0.31979430293442335
27453,500105,020,-0.31979430293442335
27454,500106,010,-0.3885388184277907
27455,500106,020,-0.3885388184277907
27456,500107,010,0.003337914782597563
27457,500107,020,0.003337914782597563
27458,500108,010,-0.7630850640688914
27459,500108,020,-0.7630850640688914
27460,500109,010,-0.2837513005720612
27461,500109,020,-0.2837513005720612
27462,500110,010,0.06693054874719762
27463,500110,020,0.06693054874719762
27464,500111,010,
27465,500111,011,
27466,500112,010,-0.5136396941709883
27467,500112,020,-0.5136396941709883
27468,500113,010,-2.276587647579278
27469,500113,020,-2.276587647579278
27470,500115,010,
27471,500115,020,
27472,500117,010,-1.9544598477355652
27473,500117,020,-1.9544598477355652
27474,500118,010,
27475,500118,020,
27476,500121,010,1.4578578299452625
27477,500121,020,1.014929276864776
27478,500122,010,1.9112946435392932
27479,500124,010,2.9918454509922143
27480,500124,011,
27481,500125,010,
27482,500125,020,
27483,500126,010,0.5413478387985814
27484,500126,020,0.5413478387985814
27485,500127,010,-0.9542694436255235
27486,500127,011,-0.9542694436255235
27487,500129,010,-0.1774279758798955
27488,500129,020,
27489,500130,010,
27490,500131,010,0.09283112326165228
27491,500132,010,-0.8723024823069472
27492,500132,020,-0.8723024823069472
27493,500135,010,
27494,500135,020,
27495,500136,010,-0.5970289585520426
27496,500136,020,-0.5970289585520426
27497,500138,010,-0.6975699579610861
27498,500138,020,-0.6975699579610861
27499,500139,010,0.4347175424312141
27500,500139,020,0.4347175424312141
27501,500140,010,
27502,500140,011,
27503,500141,010,
27504,500143,010,-0.09498066758031606
27505,500143,020,-0.09498066758031606
27506,500147,010,0.5387972755871906
27507,500147,011,0.5387972755871906
27508,500149,010,-1.1794424635314433
27509,500149,020,-1.1794424635314433
27510,500150,010,
27511,500151,010,
27512,500151,020,
27513,500152,010,0.9884081883614545
27514,500152,020,1.102926515178229
27515,500152,021,1.102926515178229
27516,500153,010,1.4794282206150815
27517,500153,020,1.4794282206150815
27518,500154,010,-0.7571944427656867
27519,500155,010,
27520,500157,010,-0.0703364938208448
27521,500158,010,-0.3364202114058657
27522,500160,010,
27523,500161,010,-0.5958704565925604
27524,500161,020,-0.5958704565925604
27525,500163,010,-0.5244202533602764
27526,500163,020,-1.0098877621536217
27527,500164,010,-0.03620898756793439
27528,500164,020,-0.03620898756793439
27529,500165,010,1.6985267827334778
27530,500166,010,-0.9128988237324411
27531,500166,020,-0.9128988237324411
27532,500167,010,-0.4805922508531445
27533,500167,020,-0.4805922508531445
27534,500168,010,-0.6341823936132571
27535,500168,020,-0.6341823936132571
27536,500170,010,-0.4842110478770955
27537,500170,020,-0.4842110478770955
27538,500171,010,-0.1307201212544065
27539,500172,010,-0.07291938781014244
27540,500172,020,-0.07291938781014244
27541,500173,010,1.800145103594429
27542,500173,011,
27543,500174,010,-0.5715245803061623
27544,500174,020,-0.5715245803061623
27545,500175,010,
27546,500175,020,-0.007754020304196643
27547,500177,010,
27548,500178,010,
27549,500179,010,4.6731428773358274
27550,500180,010,
27551,500181,010,
27552,500181,020,
27553,500181,021,
27554,500182,010,
27555,500182,020,
27556,500183,010,
27557,500183,020,
27558,500184,010,-0.427044946867767
27559,500186,010,1.6944466205266802
27560,500186,020,1.6944466205266802
27561,500188,010,-0.3421629741884862
27562,500188,020,-0.3421629741884862
27563,500189,010,0.9760201120815438
27564,500189,020,
27565,500191,010,-0.9007665844039789
27566,500192,010,
27567,500198,010,0.90077085163877
27568,500198,020,0.90077085163877
27569,500200,010,
27570,500200,020,1.1786701490283933
27571,500201,010,0.21848981949163443
27572,500201,020,0.21848981949163443
27573,500202,010,
27574,500202,011,
27575,500203,010,0.32044537731523176
27576,500204,010,-0.7237066945346659
27577,500204,020,-0.7237066945346659
27578,500206,010,-0.7297251591161339
27579,500207,010,3.7017080805262808
27580,500208,010,
27581,500209,010,1.1359739584960729
27582,500210,010,-0.5012339223121606
27583,500210,020,-0.5012339223121606
27584,500211,010,-0.858948165927333
27585,500211,020,-0.858948165927333
27586,500212,010,
27587,500213,010,-1.2795595184970892
27588,500213,020,-1.2795595184970892
27589,500216,010,-0.2508176352010624
27590,500217,010,1.2947911614967802
27591,500219,010,
27592,500220,010,0.3221939177687751
27593,500220,020,0.3221939177687751
27594,500221,010,-0.3867971240694622
27595,500221,011,
27596,500222,010,
27597,500222,020,
27598,500223,010,
27599,500223,020,
27600,500224,010,0.8642617044696139
27601,500224,020,0.8642617044696139
27602,500225,010,0.6466970156329889
27603,500225,011,0.6466970156329889
27604,500225,020,
27605,500226,010,-0.6022100244834571
27606,500226,020,-0.6022100244834571
27607,500227,010,
27608,500228,010,0.9170979817529138
27609,500230,010,-0.7931430703183686
27610,500230,011,
27611,500231,010,
27612,500232,010,1.5262336007427546
27613,500232,020,1.5262336007427546
27614,500233,010,-0.4791375406484217
27615,500233,020,-0.4791375406484217
27616,500233,021,
27617,500234,010,-0.04986466743632445
27618,500234,020,-0.04986466743632445
27619,500236,010,-1.1142373384535476
27620,500236,011,1.7014158485491198
27621,500236,012,-1.1142373384535476
27622,500237,010,-0.25070385725421734
27623,500237,020,-0.25070385725421734
27624,500238,010,0.15944401867630856
27625,500238,020,0.15944401867630856
27626,500239,010,-1.0266362616167062
27627,500239,020,-1.0266362616167062
27628,500240,010,
27629,500243,010,
27630,500243,020,
27631,500244,010,-0.2729707413827722
27632,500244,020,
27633,500245,010,
27634,500245,020,-1.284721127580412
27635,500246,010,-0.48276659657322524
27636,500246,020,-0.48276659657322524
27637,500247,010,
27638,500248,010,0.2788015236653446
27639,500248,020,0.2788015236653446
27640,500249,010,-0.20053223983148658
27641,500249,020,
27642,500250,010,0.6324542918313736
27643,500251,010,
27644,500252,010,-1.024657231344371
27645,500252,020,-1.024657231344371
27646,500253,010,
27647,500253,020,1.3435954679664441
27648,500254,010,-0.6067718154350715
27649,500255,010,-1.3229428243170245
27650,500255,011,-1.3229428243170245
27651,500258,010,
27652,500260,010,1.0285849567331662
27653,500260,020,1.0285849567331662
27654,500261,010,
27655,500261,020,
27656,500261,021,
27657,500264,010,-0.20874924201106118
27658,500264,020,-0.20874924201106118
27659,500265,010,-0.255235370435738
27660,500266,010,
27661,500266,020,
27662,500267,010,1.8811649155097883
27663,500269,010,-0.1364414952753991
27664,500269,020,-0.1364414952753991
27665,500270,010,1.6985267827334778
27666,500270,011,
27667,500270,020,2.1677204594793293
27668,500271,010,-0.3431138707434027
27669,500272,010,1.1866001847486427
27670,500272,020,1.1866001847486427
27671,500273,010,-0.5362831232394246
27672,500273,020,-0.5362831232394246
27673,500273,021,
27674,500274,010,
27675,500274,020,-0.47151742540297614
27676,500276,010,0.12041121326766202
27677,500277,010,0.21170749983915502
27678,500277,020,0.21170749983915502
27679,500278,010,-0.3553174720185581
27680,500279,010,0.31608154739584515
27681,500280,010,-0.2309845916127143
27682,500281,010,-0.1220163822830149
27683,500281,020,-0.1220163822830149
27684,500284,010,
27685,500286,020,
27686,500288,010,
27687,500290,010,
27688,500290,020,
27689,500291,010,-0.9605664867882844
27690,500291,020,-0.9605664867882844
27691,500292,010,
27692,500293,010,1.250236320474891
27693,500293,020,1.250236320474891
27694,500294,010,2.5226517742463628
27695,500295,010,1.1359739584960729
27696,500296,010,
27697,500296,020,0.11573485521686243
27698,500296,021,0.11573485521686243
27699,500296,022,
27700,500297,010,0.4076719090323729
27701,500298,010,-0.8603339790808197
27702,500298,020,-0.8603339790808197
27703,500299,010,-1.3870639730018148
27704,500299,020,-1.3870639730018148
27705,500301,010,
27706,500301,020,
27707,500303,010,-0.9571413392504906
27708,500305,010,
27709,500306,010,-0.6845692065204197
27710,500307,010,1.102926515178229
27711,500307,020,1.102926515178229
27712,500308,010,-0.3853994905912834
27713,500308,020,-0.3853994905912834
27714,500309,010,-0.3383416307247788
27715,500309,020,-0.3383416307247788
27716,500310,010,
27717,500311,010,1.3801505445495952
27718,500311,020,1.3801505445495952
27719,500312,010,1.7194299972207419
27720,500312,020,1.7194299972207419
27721,500313,010,
27722,500313,020,
27723,500317,010,-0.8775481936047496
27724,500317,020,-0.8775481936047496
27725,500318,010,0.8037269300908207
27726,500321,010,0.8953050057078575
27727,500322,010,0.06271605872019818
27728,500322,020,0.06271605872019818
27729,500323,010,
27730,500324,010,-0.16948893859324296
27731,500324,020,-0.16948893859324296
